id,name
tax_gro_aurta,Autorenta
tax_gro_aurte,Autoretefte
tax_gro_rtefte,Retefte
tax_gro_rta,Renta
tax_gro_cree,Cree
tax_gro_gmf,Gmf
tax_gro_aurca,Autoreteica
tax_gro_rteica,Reteica
tax_gro_ica,Ica
tax_gro_cons,Consumo
tax_gro_aurva,Autoreteiva
tax_gro_rteiva,Reteiva
tax_gro_iva,Iva
tax_gro_tax,Taxes
